Date,Total Time,Intermediate Times,Average Speed (km/h),Top Speed (Km/h),Setting Max Speed,Setting Start Impulse,Setting Forward Throttle,Setting Push Length Max,Setting Push Force,Setting Add Steer Force,Setting Track Material,Setting Sensitivity
﻿7/8/2025 - 12:54:52,00:58.06,00:07.35 | 00:27.29 | 00:37.05 | 00:46.84,92.3,126.9,135.0,50.0,0.22,2.0,36.0,38.0,PSYM_Ice_NoFriction,1.0
